""	"probe_id"	"symbol"
"1"	"ASHGA5P030336"	"DDX11L1"
"2"	"ASHGA5P048948"	"DDX11L1"
"3"	"ASHGA5P058589"	"DDX11L1"
"4"	"ASHGA5P018667"	"DDX11L1"
"5"	"ASHGA5P048946"	"DDX11L1"
"6"	"ASHGA5P016413"	"DDX11L1"
"7"	"ASHGA5P048945"	"DDX11L1"
"8"	"ASHGA5P048945"	"WASH7P"
"9"	"ASHGA5P058513"	"WASH7P"
"10"	"ASHGA5P058514"	"WASH7P"
"11"	"ASHGA5P058549"	"WASH7P"
"12"	"ASHGA5P044655"	"WASH7P"
"13"	"ASHGA5P054735"	"WASH7P"
"14"	"ASHGA5P021882"	"WASH7P"
"15"	"ASHGA5P054738"	"WASH7P"
"16"	"ASHGA5P044693"	"WASH7P"
"17"	"ASHGA5P044697"	"WASH7P"
"18"	"ASHGA5P054740"	"WASH7P"
"19"	"ASHGA5P015790"	"WASH7P"
"20"	"ASHGA5P058517"	"WASH7P"
"21"	"ASHGA5P058519"	"WASH7P"
"22"	"ASHGA5P058548"	"WASH7P"
"23"	"ASHGA5P058516"	"WASH7P"
"24"	"ASHGA5P016447"	"WASH7P"
"25"	"ASHGA5P054743"	"WASH7P"
"26"	"ASHGA5P044765"	"WASH7P"
"27"	"ASHGA5P022623"	"WASH7P"
"28"	"ASHGA5P058518"	"WASH7P"
"29"	"ASHGA5P022548"	"WASH7P"
"30"	"ASHGA5P048941"	"MIR1302-2HG"
"31"	"ASHGA5P030824"	"MIR1302-2HG"
"32"	"ASHGA5P030335"	"MIR1302-2HG"
"33"	"ASHGA5P019212"	"MIR1302-2HG"
"34"	"ASHGA5P045584"	"MIR1302-2HG"
"35"	"ASHGA5P033979"	"MIR1302-2HG"
"36"	"ASHGA5P016653"	"FAM138A"
"37"	"ASHGA5P036098"	"FAM138A"
"38"	"ASHGA5P050034"	"OR4F5"
"39"	"ASHGA5P033982"	"OR4F5"
"40"	"ASHGA5P054744"	"AL627309.3"
"41"	"ASHGA5P054744"	"AL627309.1"
"42"	"ASHGA5P032043"	"AL627309.3"
"43"	"ASHGA5P032043"	"AL627309.1"
"44"	"ASHGA5P050889"	"AL627309.1"
"45"	"ASHGA5P030602"	"AL627309.1"
"46"	"ASHGA5P019307"	"AL627309.1"
"47"	"ASHGA5P033563"	"AL627309.1"
"48"	"ASHGA5P054784"	"AL627309.1"
"49"	"ASHGA5P016574"	"AL627309.1"
"50"	"ASHGA5P044886"	"AL627309.1"
"51"	"ASHGA5P044886"	"CICP27"
"52"	"ASHGA5P045283"	"CICP27"
"53"	"ASHGA5P054629"	"CICP27"
"54"	"ASHGA5P058320"	"AL627309.5"
"55"	"ASHGA5P054633"	"AL627309.5"
"56"	"ASHGA5P032038"	"AL627309.5"
"57"	"ASHGA5P015184"	"AL627309.5"
"58"	"ASHGA5P022882"	"AL627309.5"
"59"	"ASHGA5P033984"	"AL627309.4"
"60"	"ASHGA5P033984"	"AL627309.5"
"61"	"ASHGA5P019056"	"AL627309.5"
"62"	"ASHGA5P049396"	"AL627309.5"
"63"	"ASHGA5P045083"	"AL627309.5"
"64"	"ASHGA5P058589"	"FO538757.1"
"65"	"ASHGA5P018667"	"FO538757.1"
"66"	"ASHGA5P048946"	"FO538757.1"
"67"	"ASHGA5P006985"	"WASH9P"
"68"	"ASHGA5P021882"	"WASH9P"
"69"	"ASHGA5P054738"	"WASH9P"
"70"	"ASHGA5P044693"	"WASH9P"
"71"	"ASHGA5P054740"	"WASH9P"
"72"	"ASHGA5P015790"	"WASH9P"
"73"	"ASHGA5P058517"	"WASH9P"
"74"	"ASHGA5P058519"	"WASH9P"
"75"	"ASHGA5P058548"	"WASH9P"
"76"	"ASHGA5P058516"	"WASH9P"
"77"	"ASHGA5P058515"	"WASH9P"
"78"	"ASHGA5P044765"	"WASH9P"
"79"	"ASHGA5P027721"	"WASH9P"
"80"	"ASHGA5P022623"	"WASH9P"
"81"	"ASHGA5P027720"	"WASH9P"
"82"	"ASHGA5P018057"	"AP006222.1"
"83"	"ASHGA5P045110"	"AP006222.1"
"84"	"ASHGA5P014998"	"AP006222.2"
"85"	"ASHGA5P014998"	"AP006222.1"
"86"	"ASHGA5P050889"	"AP006222.1"
"87"	"ASHGA5P030602"	"AP006222.1"
"88"	"ASHGA5P045249"	"AP006222.1"
"89"	"ASHGA5P018057"	"RPL23AP24"
"90"	"ASHGA5P018057"	"AP006222.1"
"91"	"ASHGA5P042751"	"AP006222.1"
"92"	"ASHGA5P049922"	"AL732372.1"
"93"	"ASHGA5P049922"	"AP006222.1"
"94"	"ASHGA5P034011"	"AL732372.1"
"95"	"ASHGA5P034011"	"AP006222.1"
"96"	"ASHGA5P033454"	"AL732372.1"
"97"	"ASHGA5P033454"	"AL732372.2"
"98"	"ASHGA5P016526"	"AL732372.1"
"99"	"ASHGA5P016526"	"AL732372.2"
"100"	"ASHGA5P017323"	"AL732372.1"
"101"	"ASHGA5P017323"	"AL732372.2"
"102"	"ASHGA5P009884"	"AL732372.1"
"103"	"ASHGA5P009884"	"AL732372.2"
"104"	"ASHGA5P034007"	"AL732372.2"
"105"	"ASHGA5P033453"	"AL732372.2"
"106"	"ASHGA5P045199"	"AL732372.2"
"107"	"ASHGA5P034006"	"AL732372.2"
"108"	"ASHGA5P034003"	"AL732372.2"
"109"	"ASHGA5P045226"	"OR4F29"
"110"	"ASHGA5P045226"	"AL732372.2"
"111"	"ASHGA5P056840"	"AL732372.2"
"112"	"ASHGA5P045237"	"AL732372.2"
"113"	"ASHGA5P019170"	"AL732372.2"
"114"	"ASHGA5P054779"	"AL732372.2"
"115"	"ASHGA5P058599"	"AL732372.2"
"116"	"ASHGA5P047789"	"CICP7"
"117"	"ASHGA5P047789"	"AL732372.2"
"118"	"ASHGA5P045283"	"AL732372.2"
"119"	"ASHGA5P054777"	"AL732372.2"
"120"	"ASHGA5P033990"	"AL732372.3"
"121"	"ASHGA5P033990"	"AL732372.2"
"122"	"ASHGA5P014051"	"AL732372.2"
"123"	"ASHGA5P033574"	"AL732372.2"
"124"	"ASHGA5P033988"	"AL732372.2"
"125"	"ASHGA5P044996"	"AL732372.2"
"126"	"ASHGA5P047791"	"AL732372.2"
"127"	"ASHGA5P032037"	"AL732372.2"
"128"	"ASHGA5P047368"	"AL732372.2"
"129"	"ASHGA5P022882"	"AL732372.2"
"130"	"ASHGA5P042751"	"AL669831.3"
"131"	"ASHGA5P056480"	"AL669831.3"
"132"	"ASHGA5P049921"	"AC114498.1"
"133"	"ASHGA5P049921"	"AL669831.3"
"134"	"ASHGA5P018233"	"AC114498.1"
"135"	"ASHGA5P018233"	"AL669831.3"
"136"	"ASHGA5P034011"	"AC114498.1"
"137"	"ASHGA5P034011"	"AL669831.3"
"138"	"ASHGA5P049920"	"AC114498.1"
"139"	"ASHGA5P049920"	"AL669831.3"
"140"	"ASHGA5P017323"	"AC114498.1"
"141"	"ASHGA5P017323"	"AL669831.3"
"142"	"ASHGA5P009884"	"AC114498.1"
"143"	"ASHGA5P009884"	"AL669831.3"
"144"	"ASHGA5P034007"	"AL669831.3"
"145"	"ASHGA5P045199"	"AL669831.3"
"146"	"ASHGA5P034003"	"AL669831.3"
"147"	"ASHGA5P025106"	"MTCO1P12"
"148"	"ASHGA5P025106"	"AL669831.3"
"149"	"ASHGA5P046072"	"MTCO2P12"
"150"	"ASHGA5P046072"	"AL669831.3"
"151"	"ASHGA5P046070"	"MTATP8P1"
"152"	"ASHGA5P046070"	"AL669831.3"
"153"	"ASHGA5P045226"	"OR4F16"
"154"	"ASHGA5P045226"	"AL669831.3"
"155"	"ASHGA5P019307"	"AL669831.3"
"156"	"ASHGA5P034000"	"AL669831.3"
"157"	"ASHGA5P058599"	"AL669831.3"
"158"	"ASHGA5P058419"	"AL669831.3"
"159"	"ASHGA5P047789"	"CICP3"
"160"	"ASHGA5P047789"	"AL669831.3"
"161"	"ASHGA5P045283"	"AL669831.3"
"162"	"ASHGA5P054777"	"AL669831.1"
"163"	"ASHGA5P054777"	"AL669831.3"
"164"	"ASHGA5P054788"	"AL669831.1"
"165"	"ASHGA5P054788"	"AL669831.3"
"166"	"ASHGA5P033990"	"AL669831.1"
"167"	"ASHGA5P033990"	"AL669831.3"
"168"	"ASHGA5P047790"	"AL669831.1"
"169"	"ASHGA5P047790"	"AL669831.3"
"170"	"ASHGA5P033574"	"AL669831.1"
"171"	"ASHGA5P033574"	"AL669831.3"
"172"	"ASHGA5P033988"	"AL669831.1"
"173"	"ASHGA5P033988"	"AL669831.3"
"174"	"ASHGA5P033988"	"AL669831.1"
"175"	"ASHGA5P033988"	"AL669831.3"
"176"	"ASHGA5P044996"	"AL669831.1"
"177"	"ASHGA5P044996"	"AL669831.3"
"178"	"ASHGA5P045012"	"AL669831.1"
"179"	"ASHGA5P045012"	"AL669831.3"
"180"	"ASHGA5P058320"	"AL669831.1"
"181"	"ASHGA5P058320"	"AL669831.3"
"182"	"ASHGA5P047791"	"AL669831.1"
"183"	"ASHGA5P047791"	"AL669831.3"
"184"	"ASHGA5P019547"	"AL669831.1"
"185"	"ASHGA5P019547"	"AL669831.3"
"186"	"ASHGA5P056315"	"AL669831.1"
"187"	"ASHGA5P056315"	"AL669831.3"
"188"	"ASHGA5P022882"	"AL669831.1"
"189"	"ASHGA5P022882"	"AL669831.3"
"190"	"ASHGA5P032035"	"AL669831.1"
"191"	"ASHGA5P032035"	"AL669831.3"
"192"	"ASHGA5P045430"	"AL669831.1"
"193"	"ASHGA5P045430"	"AL669831.3"
"194"	"ASHGA5P016786"	"AL669831.6"
"195"	"ASHGA5P016786"	"AL669831.3"
"196"	"ASHGA5P016786"	"LINC01409"
"197"	"ASHGA5P054793"	"AL669831.3"
"198"	"ASHGA5P054793"	"LINC01409"
"199"	"ASHGA5P045434"	"AL669831.4"
"200"	"ASHGA5P045434"	"AL669831.3"
"201"	"ASHGA5P045434"	"LINC01409"
"202"	"ASHGA5P054794"	"AL669831.4"
