""	"probe_id"	"symbol"
"1"	80108	"DDX11L1"
"2"	80108	"WASH7P"
"3"	4320	"DDX11L1"
"4"	4320	"WASH7P"
"5"	97414	"DDX11L1"
"6"	97414	"WASH7P"
"7"	99122	"DDX11L1"
"8"	99122	"WASH7P"
"9"	15591	"DDX11L1"
"10"	15591	"WASH7P"
"11"	20513	"DDX11L1"
"12"	20513	"WASH7P"
"13"	14706	"DDX11L1"
"14"	14706	"WASH7P"
"15"	119730	"DDX11L1"
"16"	119730	"WASH7P"
"17"	112033	"DDX11L1"
"18"	112033	"WASH7P"
"19"	4909	"DDX11L1"
"20"	4909	"WASH7P"
"21"	5749	"DDX11L1"
"22"	5749	"WASH7P"
"23"	71565	"WASH7P"
"24"	107791	"WASH7P"
"25"	135071	"WASH7P"
"26"	50258	"WASH7P"
"27"	26524	"WASH7P"
"28"	121810	"WASH7P"
"29"	54540	"WASH7P"
"30"	122896	"WASH7P"
"31"	62850	"WASH7P"
"32"	113244	"WASH7P"
"33"	31921	"WASH7P"
"34"	119943	"WASH7P"
"35"	20230	"WASH7P"
"36"	54341	"WASH7P"
"37"	141758	"WASH7P"
"38"	82885	"WASH7P"
"39"	59402	"WASH7P"
"40"	136736	"WASH7P"
"41"	67447	"WASH7P"
"42"	98286	"WASH7P"
"43"	57246	"WASH7P"
"44"	82238	"FAM138A"
"45"	42863	"FAM138A"
"46"	24826	"FAM138A"
"47"	46072	"FAM138A"
"48"	8388	"FAM138A"
"49"	20703	"FAM138A"
"50"	120287	"FAM138A"
"51"	95276	"FAM138A"
"52"	103941	"AL627309.3"
"53"	103941	"AL627309.1"
"54"	37408	"AL627309.3"
"55"	37408	"AL627309.1"
"56"	78942	"AL627309.3"
"57"	78942	"AL627309.1"
"58"	36380	"AL627309.3"
"59"	36380	"AL627309.1"
"60"	42584	"AL627309.3"
"61"	42584	"AL627309.1"
"62"	59958	"AL627309.1"
"63"	47684	"AL627309.1"
"64"	104521	"AL627309.1"
"65"	128667	"AL627309.1"
"66"	128667	"CICP27"
"67"	1737	"AL627309.1"
"68"	1737	"CICP27"
"69"	22233	"AL627309.1"
"70"	22233	"CICP27"
