""	"probe_id"	"symbol"
"61706"	"41881_at"	"C12orf76"
"61707"	"41883_at"	"BCL2L13"
"61708"	"41884_at"	"LINC01933"
"61709"	"41898_at"	"PCNX4"
"61710"	"41899_at"	"OSCP1"
"61711"	"41901_at"	"KRT28"
"61712"	"41915_at"	"LINC00476"
"61713"	"41918_at"	"LOC101929290"
"61714"	"41920_at"	"SGIP1"
"61715"	"41923_at"	"UBE2W"
"61716"	"41927_at"	"GJC1"
"61717"	"41928_at"	"LCE1C"
"61718"	"41929_at"	"PRKAA2"
"61719"	"41933_at"	"ALDH1L2"
"61720"	"41934_at"	"HCAR1"
"61721"	"41935_i_at"	"SEMA6B"
"61722"	"41936_r_at"	"SEMA6B"
"61723"	"41940_at"	"TTC23"
"61724"	"41941_r_at"	"STX7"
"61725"	"41942_at"	"MTAP"
"61726"	"41944_at"	"INSM2"
"61727"	"41945_at"	"PDZD3"
"61728"	"41946_at"	"SFXN3"
"61729"	"41947_at"	"DCN"
"61730"	"41950_at"	"LGALS3"
"61731"	"41960_at"	"DRP2"
"61732"	"41967_at"	"LCORL"
"61733"	"41969_at"	"PIK3CA"
"61734"	"41970_at"	"UGGT1"
"61735"	"41971_at"	"PSTPIP2"
"61736"	"41974_at"	"USP44"
"61737"	"41979_r_at"	"ZC3H12C"
"61738"	"41980_at"	"PRRC1"
"61739"	"41982_at"	"LINC00555"
"61740"	"41992_at"	"BLZF1"
"61741"	"41994_at"	"NEUROD4"
"61742"	"41996_at"	"TAL1"
"61743"	"41998_at"	"ITIH5"
"61744"	"41999_at"	"COX6C"
"61745"	"42001_at"	"C3P1"
"61746"	"42003_at"	"CWC22"
"61747"	"42008_r_at"	"ZNF257"
"61748"	"42010_at"	"RASA2"
"61749"	"42016_at"	"MYO9A"
"61750"	"42021_at"	"TVP23C"
"61751"	"42027_at"	"ASIC4"
"61752"	"42029_at"	"NBAS"
"61753"	"42033_at"	"KRTAP9-4"
"61754"	"42034_at"	"CNR2"
"61755"	"42035_at"	"C3orf67"
"61756"	"42041_at"	"KATNAL2"
"61757"	"42042_at"	"PLEKHG2"
"61758"	"42045_at"	"DPY19L3"
"61759"	"42049_at"	"TRDV1"
"61760"	"42050_at"	"CALML4"
"61761"	"42054_at"	"VPS53"
"61762"	"42055_at"	"CARD8"
"61763"	"42058_at"	"ANXA2"
"61764"	"42060_at"	"DET1"
"61765"	"42065_at"	"MBOAT2"
"61766"	"42066_r_at"	"CEBPZ"
"61767"	"42068_at"	"TREML3P"
"61768"	"42069_at"	"LOC101928343"
"61769"	"42070_i_at"	"GABRA2"
"61770"	"42071_r_at"	"GABRA2"
"61771"	"42072_at"	"CLDN10"
"61772"	"42073_at"	"ZIC5"
"61773"	"42074_at"	"FAM172A"
"61774"	"42075_at"	"DCC"
"61775"	"42076_at"	"CSNK2A2"
"61776"	"42078_at"	"PTPN4"
"61777"	"42080_at"	"IFT88"
"61778"	"42082_at"	"UBE2E2"
"61779"	"42088_at"	"EPB41L5"
"61780"	"42090_at"	"MROH7"
"61781"	"42091_at"	"FLYWCH1"
"61782"	"42093_at"	"ELMOD2"
"61783"	"42096_at"	"LOC101927012"
"61784"	"42097_at"	"NEK5"
"61785"	"42102_r_at"	"TEX12"
"61786"	"42103_at"	"LINC01016"
"61787"	"42107_at"	"TANC2"
"61788"	"42109_at"	"BRIP1"
"61789"	"42113_at"	"LOC729800"
"61790"	"42117_at"	"EGFLAM-AS2"
"61791"	"42118_at"	"PRSS38"
"61792"	"42122_at"	"PLCB1"
"61793"	"42123_at"	"CTAGE1"
"61794"	"42129_at"	"BEAN1"
"61795"	"42131_at"	"BCL2L14"
"61796"	"42136_at"	"FER1L6-AS2"
"61797"	"42139_at"	"KRTAP5-8"
"61798"	"42142_at"	"KCNQ5-IT1"
"61799"	"42153_at"	"SLC36A3"
"61800"	"42155_at"	"OPCML"
"61801"	"42160_at"	"LINC00968"
"61802"	"42161_at"	"PLB1"
"61803"	"42165_at"	"HSD17B3"
"61804"	"42166_at"	"MALRD1"
"61805"	"42168_at"	"MON2"
"61806"	"42172_at"	"VAV3-AS1"
"61807"	"42186_at"	"PCCA-AS1"
"61808"	"42193_r_at"	"NSD1"
"61809"	"42196_at"	"NPAS3"
"61810"	"42197_at"	"CTH"
"61811"	"42198_at"	"CEP89"
"61812"	"42200_at"	"ADAMTS18"
"61813"	"42204_at"	"TNC"
"61814"	"42211_at"	"SLAMF9"
"61815"	"42212_at"	"LOC100506489"
"61816"	"42213_at"	"WNK3"
"61817"	"42217_at"	"LINC01785"
"61818"	"42218_at"	"FAM178B"
"61819"	"42219_at"	"LOC101926905"
"61820"	"42222_at"	"WDR31"
"61821"	"42223_at"	"CTD-2350J17.1"
"61822"	"42226_at"	"MBNL1-AS1"
"61823"	"42227_at"	"SPATA48"
"61824"	"42229_r_at"	"LOC101593348"
"61825"	"42231_at"	"LOC100507205"
"61826"	"42232_at"	"LINC01100"
"61827"	"42233_r_at"	"KCNA3"
"61828"	"42235_at"	"SVOPL"
"61829"	"42238_at"	"TMEM74"
"61830"	"42240_at"	"SERPINA12"
"61831"	"42244_at"	"ADAM22"
"61832"	"42245_r_at"	"SPINK13"
"61833"	"42251_r_at"	"CPNE8"
"61834"	"42252_at"	"SUPT20H"
"61835"	"42253_at"	"ZNF780B"
"61836"	"42255_at"	"PIAS2"
"61837"	"42256_at"	"LRTM2"
"61838"	"42260_r_at"	"LOC101927151"
"61839"	"42261_at"	"KIAA1549L"
"61840"	"42262_at"	"JAKMIP1"
"61841"	"42263_at"	"STK25"
"61842"	"42264_r_at"	"KBTBD3"
"61843"	"42267_at"	"TPTEP1"
"61844"	"42268_at"	"INTS6-AS1"
"61845"	"42269_at"	"C5orf63"
"61846"	"42271_at"	"ZNF880"
"61847"	"42277_at"	"ATP6V0E1"
"61848"	"42279_at"	"PRPF40A"
"61849"	"42280_at"	"LL21NC02-21A1.1"
