""	"probe_id"	"symbol"
"110781"	"200000_s_at"	"PRPF8"
"110782"	"200001_at"	"CAPNS1"
"110783"	"200002_at"	"RPL35"
"110784"	"200004_at"	"EIF4G2"
"110785"	"200005_at"	"EIF3D"
"110786"	"200006_at"	"PARK7"
"110787"	"200007_at"	"SRP14"
"110788"	"200008_s_at"	"GDI2"
"110789"	"200009_at"	"GDI2"
"110790"	"200010_at"	"RPL11"
"110791"	"200011_s_at"	"ARF3"
"110792"	"200013_at"	"RPL24"
"110793"	"200014_s_at"	"HNRNPC"
"110794"	"200015_s_at"	"SEPT2"
"110795"	"200017_at"	"RPS27A"
"110796"	"200019_s_at"	"FAU"
"110797"	"200020_at"	"TARDBP"
"110798"	"200021_at"	"CFL1"
"110799"	"200022_at"	"RPL18"
"110800"	"200023_s_at"	"EIF3F"
"110801"	"200024_at"	"RPS5"
"110802"	"200025_s_at"	"RPL27"
"110803"	"200026_at"	"RPL34"
"110804"	"200027_at"	"NARS"
"110805"	"200028_s_at"	"STARD7"
"110806"	"200029_at"	"RPL19"
"110807"	"200030_s_at"	"SLC25A3"
"110808"	"200032_s_at"	"RPL9"
"110809"	"200034_s_at"	"RPL6"
"110810"	"200035_at"	"CTDNEP1"
"110811"	"200036_s_at"	"RPL10A"
"110812"	"200037_s_at"	"CBX3"
"110813"	"200039_s_at"	"PSMB2"
"110814"	"200040_at"	"KHDRBS1"
"110815"	"200042_at"	"RTCB"
"110816"	"200043_at"	"ERH"
"110817"	"200045_at"	"ABCF1"
"110818"	"200046_at"	"DAD1"
"110819"	"200047_s_at"	"YY1"
"110820"	"200048_s_at"	"JTB"
"110821"	"200049_at"	"KAT7"
"110822"	"200050_at"	"ZNF146"
"110823"	"200051_at"	"SART1"
"110824"	"200052_s_at"	"ILF2"
"110825"	"200053_at"	"SPAG7"
"110826"	"200054_at"	"ZPR1"
"110827"	"200055_at"	"TAF10"
"110828"	"200056_s_at"	"C1D"
"110829"	"200057_s_at"	"NONO"
"110830"	"200059_s_at"	"RHOA"
"110831"	"200060_s_at"	"RNPS1"
"110832"	"200061_s_at"	"RPS24"
"110833"	"200062_s_at"	"RPL30"
"110834"	"200063_s_at"	"NPM1"
"110835"	"200064_at"	"HSP90AB1"
"110836"	"200066_at"	"IK"
"110837"	"200067_x_at"	"SNX3"
"110838"	"200068_s_at"	"CANX"
"110839"	"200069_at"	"SART3"
"110840"	"200070_at"	"CNPPD1"
"110841"	"200071_at"	"SMNDC1"
"110842"	"200072_s_at"	"HNRNPM"
"110843"	"200073_s_at"	"HNRNPD"
"110844"	"200074_s_at"	"RPL14"
"110845"	"200075_s_at"	"GUK1"
"110846"	"200076_s_at"	"KXD1"
"110847"	"200077_s_at"	"OAZ1"
"110848"	"200078_s_at"	"ATP6V0B"
"110849"	"200079_s_at"	"KARS"
"110850"	"200081_s_at"	"RPS6"
"110851"	"200082_s_at"	"RPS7"
"110852"	"200083_at"	"USP22"
"110853"	"200084_at"	"C11orf58"
"110854"	"200085_s_at"	"ELOB"
"110855"	"200086_s_at"	"COX4I1"
"110856"	"200087_s_at"	"TMED2"
"110857"	"200090_at"	"FNTA"
"110858"	"200091_s_at"	"RPS25"
"110859"	"200092_s_at"	"RPL37"
"110860"	"200093_s_at"	"HINT1"
"110861"	"200094_s_at"	"EEF2"
"110862"	"200095_x_at"	"RPS10"
"110863"	"200096_s_at"	"ATP6V0E1"
"110864"	"200097_s_at"	"HNRNPK"
"110865"	"200098_s_at"	"ANAPC5"
"110866"	"222385_x_at"	"SEC61A1"
"110867"	"222386_s_at"	"COPZ1"
"110868"	"222387_s_at"	"VPS35"
"110869"	"222388_s_at"	"VPS35"
"110870"	"222389_s_at"	"WAC"
"110871"	"222390_at"	"WAC"
"110872"	"222391_at"	"TMEM30A"
"110873"	"222392_x_at"	"PERP"
"110874"	"222393_s_at"	"NAA50"
"110875"	"222394_at"	"PDCD6IP"
"110876"	"222395_s_at"	"UBE2Z"
"110877"	"222396_at"	"JPT1"
"110878"	"222397_at"	"EFTUD2"
"110879"	"222398_s_at"	"EFTUD2"
"110880"	"222399_s_at"	"TM9SF3"
"110881"	"222400_s_at"	"ADI1"
"110882"	"222401_s_at"	"TMEM50A"
"110883"	"222402_at"	"POMP"
"110884"	"222403_at"	"MTCH2"
"110885"	"222404_x_at"	"HACD3"
"110886"	"222405_at"	"HACD3"
"110887"	"222406_s_at"	"PNRC2"
"110888"	"222407_s_at"	"ZNF106"
"110889"	"222408_s_at"	"YPEL5"
"110890"	"222409_at"	"CORO1C"
"110891"	"222410_s_at"	"SNX6"
"110892"	"222411_s_at"	"SSR3"
"110893"	"222412_s_at"	"SSR3"
"110894"	"222413_s_at"	"KMT2C"
"110895"	"222414_at"	"KMT2C"
"110896"	"222415_at"	"KMT2C"
"110897"	"222416_at"	"ALDH18A1"
"110898"	"222417_s_at"	"SNX5"
"110899"	"222418_s_at"	"TMEM43"
"110900"	"222419_x_at"	"UBE2H"
"110901"	"222420_s_at"	"UBE2H"
"110902"	"222421_at"	"UBE2H"
"110903"	"222422_s_at"	"NDFIP1"
"110904"	"222423_at"	"NDFIP1"
"110905"	"222424_s_at"	"NUCKS1"
"110906"	"222425_s_at"	"POLDIP2"
"110907"	"222426_at"	"MAPKAP1"
"110908"	"222427_s_at"	"LARS"
"110909"	"222428_s_at"	"LARS"
"110910"	"222430_s_at"	"YTHDF2"
"110911"	"222431_at"	"SPIN1"
"110912"	"222432_s_at"	"CCDC47"
"110913"	"222433_at"	"ENAH"
"110914"	"222434_at"	"ENAH"
"110915"	"222435_s_at"	"UBE2J1"
"110916"	"222438_at"	"MED4"
"110917"	"222439_s_at"	"THRAP3"
"110918"	"222440_s_at"	"THRAP3"
"110919"	"222441_x_at"	"PRELID3B"
"110920"	"222442_s_at"	"ARL8B"
"110921"	"222443_s_at"	"RBM8A"
"110922"	"222444_at"	"ARMCX3"
"110923"	"222445_at"	"SLC39A9"
"110924"	"222446_s_at"	"BACE2"
"110925"	"222447_at"	"METTL9"
"110926"	"222448_s_at"	"CMPK1"
"110927"	"222449_at"	"PMEPA1"
"110928"	"222450_at"	"PMEPA1"
"110929"	"222451_s_at"	"ZDHHC9"
"110930"	"222452_s_at"	"GPBP1L1"
"110931"	"222453_at"	"CYBRD1"
"110932"	"222454_s_at"	"PARVA"
"110933"	"222455_s_at"	"PARVA"
"110934"	"222456_s_at"	"LIMA1"
"110935"	"222457_s_at"	"LIMA1"
"110936"	"222458_s_at"	"AKIRIN1"
"110937"	"222459_at"	"AKIRIN1"
"110938"	"222460_s_at"	"FAM192A"
"110939"	"222462_s_at"	"BACE1"
"110940"	"222463_s_at"	"BACE1"
"110941"	"222464_s_at"	"MCMBP"
"110942"	"222465_at"	"RSL24D1"
"110943"	"222466_s_at"	"MRPL42"
"110944"	"222467_s_at"	"PPP6R3"
"110945"	"222468_at"	"KIAA0319L"
"110946"	"222469_s_at"	"TOLLIP"
"110947"	"222470_s_at"	"UQCC1"
"110948"	"222471_s_at"	"KCMF1"
"110949"	"222472_at"	"AFTPH"
"110950"	"222473_s_at"	"ERBIN"
"110951"	"222474_s_at"	"TOMM22"
"110952"	"222475_at"	"SAP30BP"
"110953"	"222476_at"	"CNOT6"
"110954"	"222477_s_at"	"TM7SF3"
"110955"	"222478_at"	"VPS36"
"110956"	"222479_s_at"	"DYNC1LI1"
"110957"	"222480_at"	"UBE2Q1"
"110958"	"222481_at"	"TIMM10B"
"110959"	"222482_at"	"SSBP3"
"110960"	"222483_at"	"EFHD2"
"110961"	"222484_s_at"	"CXCL14"
"110962"	"222485_at"	"FKBP3"
"110963"	"222486_s_at"	"ADAMTS1"
"110964"	"222487_s_at"	"RPS27L"
"110965"	"222488_s_at"	"DCTN4"
"110966"	"222489_s_at"	"WRNIP1"
"110967"	"222491_at"	"HGSNAT"
"110968"	"222492_at"	"PDXK"
"110969"	"222493_s_at"	"ZFAND3"
"110970"	"222494_at"	"FOXN3"
"110971"	"222495_at"	"TMEM167B"
"110972"	"222496_s_at"	"RBM47"
"110973"	"222497_x_at"	"NMD3"
"110974"	"222498_at"	"AZI2"
"110975"	"222499_at"	"MRPS16"
"110976"	"222500_at"	"PPIL1"
"110977"	"222501_s_at"	"REPIN1"
"110978"	"222502_s_at"	"UFM1"
"110979"	"222503_s_at"	"WDR41"
