""	"probe_id"	"symbol"
"1"	"CUST_H6L_05192"	"WASH7P"
"2"	"CUST_H6L_20251"	"WASH7P"
"3"	"CUST_H6L_34404"	"WASH7P"
"4"	"CUST_H6L_71429"	"WASH7P"
"5"	"CUST_H6L_08045"	"WASH7P"
"6"	"CUST_H6L_20252"	"OR4G4P"
"7"	"CUST_H6L_59466"	"AL627309.1"
"8"	"CUST_H6L_36516"	"AL627309.1"
"9"	"A_21_P0003759"	"AL627309.1"
"10"	"A_21_P0010589"	"AL627309.1"
"11"	"A_33_P3304748"	"AL627309.1"
"12"	"A_33_P3304764"	"AL627309.5"
"13"	"A_21_P0001631"	"AL627309.5"
"14"	"CUST_H6L_02449"	"AL627309.5"
"15"	"CUST_H6L_34406"	"AL627309.5"
"16"	"CUST_H6L_75297"	"AL627309.5"
"17"	"A_21_P0006246"	"AL627309.5"
"18"	"CUST_H6L_50202"	"AL627309.5"
"19"	"CUST_H6L_52208"	"WASH9P"
"20"	"CUST_H6L_11821"	"AP006222.1"
"21"	"CUST_H6L_36516"	"AP006222.1"
"22"	"A_21_P0003759"	"AP006222.1"
"23"	"CUST_H6L_11821"	"AP006222.1"
"24"	"A_21_P0013051"	"AP006222.1"
"25"	"CUST_H6L_11822"	"AL732372.2"
"26"	"CUST_H6L_08044"	"AL732372.2"
"27"	"CUST_H6L_08043"	"AL732372.2"
"28"	"CUST_H6L_69711"	"AL732372.2"
"29"	"CUST_H6L_62604"	"AL732372.2"
"30"	"CUST_H6L_08046"	"AL732372.2"
"31"	"CUST_H6L_69712"	"AL732372.2"
"32"	"A_33_P3268582"	"OR4F29"
"33"	"A_33_P3268582"	"AL732372.2"
"34"	"A_21_P0010674"	"AL732372.2"
"35"	"CUST_H6L_33038"	"AL732372.2"
"36"	"CUST_H6L_11822"	"AL669831.3"
"37"	"CUST_H6L_08044"	"AL669831.3"
"38"	"CUST_H6L_00314"	"MTND2P28"
"39"	"CUST_H6L_00314"	"AL669831.3"
"40"	"CUST_H6L_00315"	"AL669831.3"
"41"	"CUST_H6L_00316"	"AL669831.3"
"42"	"CUST_H6L_00319"	"AL669831.3"
"43"	"CUST_H6L_00320"	"MTCO2P12"
"44"	"CUST_H6L_00320"	"AL669831.3"
"45"	"CUST_H6L_11823"	"MTATP6P1"
"46"	"CUST_H6L_11823"	"AL669831.3"
"47"	"A_24_P350200"	"MTCO3P12"
"48"	"A_24_P350200"	"AL669831.3"
"49"	"CUST_H6L_69711"	"AL669831.3"
"50"	"CUST_H6L_35143"	"AL669831.3"
"51"	"CUST_H6L_62604"	"AL669831.3"
"52"	"CUST_H6L_08046"	"AL669831.3"
"53"	"CUST_H6L_69712"	"AL669831.3"
"54"	"A_33_P3268582"	"OR4F16"
"55"	"A_33_P3268582"	"AL669831.3"
"56"	"A_33_P3304748"	"AL669831.3"
"57"	"A_33_P3407826"	"AL669831.1"
"58"	"A_33_P3407826"	"AL669831.3"
"59"	"A_33_P3304769"	"AL669831.1"
"60"	"A_33_P3304769"	"AL669831.3"
"61"	"A_33_P3407826"	"AL669831.1"
"62"	"A_33_P3407826"	"AL669831.3"
"63"	"A_33_P3407826"	"AL669831.1"
"64"	"A_33_P3407826"	"AL669831.3"
"65"	"A_21_P0010674"	"AL669831.1"
"66"	"A_21_P0010674"	"AL669831.3"
"67"	"A_33_P3304764"	"AL669831.1"
"68"	"A_33_P3304764"	"AL669831.3"
"69"	"CUST_H6L_02449"	"AL669831.1"
"70"	"CUST_H6L_02449"	"AL669831.3"
"71"	"CUST_H6L_05191"	"AL669831.1"
"72"	"CUST_H6L_05191"	"AL669831.3"
"73"	"CUST_H6L_33417"	"AL669831.1"
"74"	"CUST_H6L_33417"	"AL669831.3"
"75"	"A_21_P0010590"	"AL669831.1"
"76"	"A_21_P0010590"	"AL669831.3"
"77"	"CUST_H6L_02448"	"AL669831.1"
"78"	"CUST_H6L_02448"	"AL669831.3"
"79"	"CUST_H6L_50430"	"AL669831.1"
"80"	"CUST_H6L_50430"	"AL669831.3"
"81"	"A_21_P0010684"	"AL669831.3"
"82"	"A_21_P0010684"	"LINC01409"
"83"	"A_21_P0010593"	"AL669831.3"
"84"	"A_21_P0010593"	"LINC01409"
"85"	"A_21_P0010676"	"AL669831.3"
"86"	"A_21_P0010676"	"LINC01409"
"87"	"CUST_H6L_11824"	"AL669831.3"
"88"	"CUST_H6L_11824"	"LINC01409"
"89"	"CUST_H6L_33418"	"AL669831.3"
"90"	"CUST_H6L_33418"	"LINC01409"
"91"	"CUST_H6L_74807"	"AL669831.4"
"92"	"CUST_H6L_74807"	"AL669831.3"
"93"	"CUST_H6L_74807"	"LINC01409"
"94"	"A_21_P0010505"	"AL669831.4"
"95"	"A_21_P0010505"	"AL669831.3"
"96"	"A_21_P0010505"	"LINC01409"
"97"	"A_21_P0010594"	"AL669831.4"
"98"	"A_21_P0010594"	"AL669831.3"
"99"	"A_21_P0010594"	"LINC01409"
"100"	"CUST_H6L_11825"	"AL669831.4"
"101"	"CUST_H6L_11825"	"AL669831.3"
"102"	"CUST_H6L_11825"	"LINC01409"
"103"	"A_21_P0010752"	"AL669831.4"
"104"	"A_21_P0010752"	"AL669831.3"
"105"	"CUST_H6L_33420"	"LINC01128"
"106"	"CUST_H6L_33420"	"AL669831.3"
"107"	"CUST_H6L_11826"	"LINC01128"
"108"	"CUST_H6L_33419"	"LINC01128"
"109"	"A_21_P0014703"	"LINC01128"
"110"	"CUST_H6L_00516"	"LINC01128"
"111"	"CUST_H6L_75229"	"LINC01128"
"112"	"CUST_H6L_11827"	"LINC01128"
"113"	"CUST_H6L_33421"	"LINC01128"
"114"	"A_21_P0001250"	"AL645608.6"
"115"	"CUST_H6L_07812"	"AL645608.6"
"116"	"CUST_H6L_74955"	"AL645608.6"
"117"	"A_33_P3818959"	"SAMD11"
"118"	"A_33_P3818959"	"NOC2L"
"119"	"A_23_P336015"	"NOC2L"
"120"	"CUST_H6L_11829"	"KLHL17"
"121"	"A_23_P23616"	"PLEKHN1"
"122"	"A_23_P135742"	"PERM1"
"123"	"A_23_P135742"	"PLEKHN1"
"124"	"A_33_P3342628"	"HES4"
"125"	"CUST_H6L_33422"	"ISG15"
"126"	"A_22_P00007649"	"ISG15"
"127"	"A_22_P00007649"	"AL645608.1"
"128"	"A_23_P819"	"ISG15"
"129"	"CUST_H6L_11830"	"AGRN"
"130"	"CUST_H6L_11831"	"AGRN"
"131"	"A_23_P343411"	"AL645608.5"
"132"	"A_23_P343411"	"AGRN"
"133"	"A_22_P00000867"	"AL645608.5"
"134"	"A_22_P00000867"	"AGRN"
"135"	"CUST_H6L_11832"	"AL390719.1"
"136"	"A_21_P0010687"	"AL390719.1"
"137"	"A_21_P0010689"	"AL390719.1"
"138"	"A_33_P3363680"	"AL390719.1"
"139"	"A_21_P0010596"	"RNF223"
"140"	"A_21_P0000163"	"RNF223"
"141"	"CUST_H6L_03297"	"C1orf159"
"142"	"A_33_P3299081"	"C1orf159"
"143"	"A_33_P3352048"	"TTLL10-AS1"
"144"	"A_33_P3352048"	"TTLL10"
"145"	"A_24_P165545"	"TTLL10"
"146"	"A_24_P411121"	"TNFRSF18"
"147"	"A_33_P3286157"	"TNFRSF4"
"148"	"A_33_P3287529"	"SDF4"
"149"	"A_33_P3407042"	"B3GALT6"
"150"	"A_32_P75792"	"C1QTNF12"
"151"	"A_24_P17302"	"UBE2J2"
"152"	"A_33_P3310696"	"UBE2J2"
"153"	"CUST_H6L_05185"	"UBE2J2"
"154"	"CUST_H6L_11834"	"UBE2J2"
"155"	"A_33_P3381458"	"UBE2J2"
"156"	"A_33_P3381464"	"UBE2J2"
"157"	"A_22_P00014157"	"LINC01786"
"158"	"A_33_P3408514"	"SCNN1D"
"159"	"A_23_P46412"	"SCNN1D"
"160"	"A_33_P3230290"	"ACAP3"
"161"	"A_33_P3398564"	"ACAP3"
"162"	"CUST_H6L_11835"	"ACAP3"
"163"	"CUST_H6L_11836"	"ACAP3"
"164"	"A_23_P51884"	"INTS11"
"165"	"A_23_P51884"	"PUSL1"
"166"	"A_33_P3270802"	"INTS11"
"167"	"A_33_P3270802"	"PUSL1"
"168"	"CUST_H6L_11837"	"INTS11"
"169"	"CUST_H6L_11838"	"INTS11"
"170"	"CUST_H6L_11839"	"INTS11"
"171"	"CUST_H6L_74657"	"INTS11"
"172"	"CUST_H6L_74657"	"AL139287.1"
"173"	"A_24_P328231"	"INTS11"
"174"	"CUST_H6L_11840"	"INTS11"
"175"	"A_24_P225518"	"CPTP"
"176"	"A_23_P63281"	"CPTP"
"177"	"A_33_P3343220"	"CPTP"
"178"	"A_33_P3266396"	"CPTP"
"179"	"A_33_P3260989"	"TAS1R3"
"180"	"A_33_P3359084"	"TAS1R3"
"181"	"A_33_P3359084"	"DVL1"
"182"	"A_23_P201342"	"TAS1R3"
"183"	"A_23_P201342"	"DVL1"
"184"	"A_23_P347432"	"DVL1"
"185"	"CUST_H6L_33423"	"MXRA8"
"186"	"A_24_P353905"	"MXRA8"
"187"	"CUST_H6L_33424"	"MXRA8"
"188"	"A_33_P3240518"	"AURKAIP1"
"189"	"CUST_H6L_11841"	"AURKAIP1"
"190"	"CUST_H6L_10414"	"NDUFB4P8"
"191"	"A_23_P217899"	"CCNL2"
"192"	"A_24_P376339"	"CCNL2"
"193"	"CUST_H6L_11842"	"CCNL2"
"194"	"A_24_P781757"	"MRPL20-AS1"
"195"	"A_22_P00017486"	"TMEM88B"
"196"	"A_33_P3340862"	"TMEM88B"
"197"	"A_33_P3416668"	"VWA1"
"198"	"A_33_P3395743"	"VWA1"
"199"	"A_24_P122746"	"VWA1"
"200"	"A_33_P3313258"	"ATAD3C"
"201"	"A_33_P3242965"	"ATAD3C"
"202"	"A_33_P3230137"	"ATAD3C"
"203"	"CUST_H6L_33425"	"ATAD3B"
"204"	"A_33_P3313258"	"ATAD3B"
"205"	"A_33_P3396553"	"ATAD3B"
"206"	"A_33_P3331588"	"ATAD3B"
"207"	"A_33_P3385477"	"ATAD3B"
"208"	"A_33_P3349469"	"ATAD3A"
"209"	"A_32_P161913"	"TMEM240"
"210"	"A_33_P3219459"	"TMEM240"
"211"	"A_23_P63289"	"SSU72"
"212"	"A_33_P3301541"	"SSU72"
"213"	"CUST_H6L_11843"	"SSU72"
"214"	"CUST_H6L_75125"	"AL645728.1"
"215"	"A_33_P3368049"	"FNDC10"
"216"	"A_33_P3297310"	"FNDC10"
"217"	"A_33_P3214925"	"MIB2"
"218"	"A_33_P3308903"	"MIB2"
"219"	"A_23_P74088"	"MMP23B"
"220"	"A_33_P3270084"	"CDK11B"
"221"	"CUST_H6L_11844"	"CDK11B"
"222"	"A_33_P3313595"	"CDK11B"
"223"	"A_24_P942211"	"FO704657.1"
"224"	"A_24_P942211"	"SLC35E2B"
"225"	"CUST_H6L_07324"	"FO704657.1"
"226"	"CUST_H6L_07324"	"SLC35E2B"
"227"	"A_33_P3245066"	"SLC35E2B"
"228"	"CUST_H6L_07325"	"AL691432.1"
"229"	"CUST_H6L_07325"	"SLC35E2B"
"230"	"CUST_H6L_07326"	"AL691432.1"
"231"	"CUST_H6L_07326"	"SLC35E2B"
"232"	"A_33_P3226129"	"AL691432.1"
"233"	"A_33_P3226129"	"SLC35E2B"
"234"	"A_24_P113815"	"SLC35E2B"
"235"	"A_23_P74088"	"MMP23A"
"236"	"A_33_P3270084"	"CDK11A"
"237"	"A_33_P3270084"	"AL031282.2"
"238"	"CUST_H6L_33427"	"CDK11A"
"239"	"CUST_H6L_33427"	"AL031282.2"
"240"	"CUST_H6L_11844"	"CDK11A"
"241"	"CUST_H6L_11844"	"AL031282.2"
"242"	"A_24_P942211"	"AL031282.1"
"243"	"A_24_P942211"	"SLC35E2A"
"244"	"A_24_P942211"	"AL031282.2"
"245"	"CUST_H6L_11845"	"AL031282.1"
"246"	"CUST_H6L_11845"	"SLC35E2A"
"247"	"CUST_H6L_11845"	"AL031282.2"
"248"	"A_24_P113815"	"SLC35E2A"
"249"	"A_23_P200056"	"NADK"
"250"	"A_24_P389994"	"NADK"
"251"	"CUST_H6L_11846"	"NADK"
"252"	"A_33_P3275330"	"NADK"
"253"	"CUST_H6L_11847"	"NADK"
"254"	"A_23_P22926"	"GNB1"
"255"	"CUST_H6L_11848"	"GNB1"
"256"	"A_22_P00003282"	"GNB1"
"257"	"CUST_H6L_11849"	"CALML6"
"258"	"A_23_P62588"	"CALML6"
"259"	"A_33_P3251073"	"TMEM52"
"260"	"A_33_P3274319"	"TMEM52"
"261"	"CUST_H6L_11850"	"TMEM52"
"262"	"A_33_P3336262"	"CFAP74"
"263"	"A_21_P0010597"	"CFAP74"
"264"	"A_33_P3420083"	"CFAP74"
"265"	"A_24_P85258"	"CFAP74"
"266"	"CUST_H6L_33428"	"CFAP74"
"267"	"A_33_P3410121"	"CFAP74"
"268"	"A_33_P3410123"	"CFAP74"
"269"	"CUST_H6L_34408"	"CFAP74"
"270"	"A_23_P309720"	"GABRD"
"271"	"A_33_P3287547"	"PRKCZ"
"272"	"CUST_H6L_34409"	"PRKCZ"
"273"	"CUST_H6L_11851"	"PRKCZ"
"274"	"CUST_H6L_74938"	"AL590822.2"
