""	"probe_id"	"symbol"
"70501"	"48609_r_at"	"G2E3"
"70502"	"48610_at"	"VSTM2L"
"70503"	"48612_at"	"N4BP1"
"70504"	"48613_at"	"GIT2"
"70505"	"48615_at"	"FAM160A2"
"70506"	"48617_at"	"OMA1"
"70507"	"48619_at"	"TBCK"
"70508"	"48622_at"	"CCDC117"
"70509"	"48624_at"	"LCMT1-AS2"
"70510"	"48626_at"	"CCDC47"
"70511"	"48628_at"	"STRBP"
"70512"	"48629_s_at"	"STAG2"
"70513"	"48630_r_at"	"STAG2"
"70514"	"48633_at"	"CCPG1"
"70515"	"48634_at"	"ETAA1"
"70516"	"48640_g_at"	"ETAA1"
"70517"	"48643_r_at"	"ETAA1"
"70518"	"48645_at"	"HOOK1"
"70519"	"48647_at"	"PDK4"
"70520"	"48649_at"	"MIEF1"
"70521"	"48651_at"	"LMBRD1"
"70522"	"48654_r_at"	"MAGEF1"
"70523"	"48656_at"	"C1QTNF1"
"70524"	"48657_at"	"PPP2R2D"
"70525"	"48659_at"	"MIIP"
"70526"	"48662_at"	"TMEM245"
"70527"	"48664_at"	"PIK3AP1"
"70528"	"48666_at"	"GLIPR1"
"70529"	"48668_at"	"USF3"
"70530"	"48670_at"	"TMBIM4"
"70531"	"48672_at"	"MS4A1"
"70532"	"48673_at"	"FBLIM1"
"70533"	"48674_at"	"SNX20"
"70534"	"48675_at"	"ARID1A"
"70535"	"48676_at"	"PVT1"
"70536"	"48677_at"	"ACVRL1"
"70537"	"48678_at"	"MAN1C1"
"70538"	"48679_at"	"TMEM129"
"70539"	"48680_at"	"TMEM129"
"70540"	"48682_at"	"LOC100506844"
"70541"	"48684_at"	"KRT23"
"70542"	"48685_at"	"LMLN"
"70543"	"48690_r_at"	"RDH11"
"70544"	"48691_at"	"NUP54"
"70545"	"48692_at"	"ZBTB7A"
"70546"	"48694_at"	"LIN7C"
"70547"	"48695_at"	"EGFL7"
"70548"	"48699_at"	"ABHD4"
"70549"	"48702_r_at"	"CEP350"
"70550"	"48705_at"	"LENG8"
"70551"	"48707_at"	"RNF146"
"70552"	"48708_at"	"DOCK7"
"70553"	"48710_at"	"STARD4"
"70554"	"48711_at"	"HIKESHI"
"70555"	"48712_s_at"	"HIKESHI"
"70556"	"48714_r_at"	"HIKESHI"
"70557"	"48718_at"	"NIFK-AS1"
"70558"	"48720_at"	"NSMCE3"
"70559"	"48722_at"	"RCOR3"
"70560"	"48723_at"	"CAMTA1"
"70561"	"48726_at"	"COX18"
"70562"	"48728_r_at"	"SP1"
"70563"	"48729_at"	"SPNS1"
"70564"	"48731_at"	"CCDC43"
"70565"	"48732_at"	"AKT1S1"
"70566"	"48733_at"	"TEFM"
"70567"	"48734_at"	"FAM241B"
"70568"	"48735_i_at"	"FAM241B"
"70569"	"48736_f_at"	"FAM241B"
"70570"	"48737_at"	"DDX59"
"70571"	"48739_at"	"THNSL2"
"70572"	"48741_at"	"XPO4"
"70573"	"48743_at"	"TSPAN15"
"70574"	"48744_g_at"	"TSPAN15"
"70575"	"48746_at"	"TSPAN15"
"70576"	"48749_at"	"FBXO30"
"70577"	"48751_at"	"RASSF5"
"70578"	"48753_at"	"ANGPTL4"
"70579"	"48754_at"	"ARHGAP24"
"70580"	"48756_at"	"SSH1"
"70581"	"48762_r_at"	"ECHDC2"
"70582"	"48763_at"	"TMX3"
"70583"	"48764_at"	"GNA13"
"70584"	"48765_s_at"	"SVIP"
"70585"	"48767_at"	"ARMCX1"
"70586"	"48769_at"	"CYBC1"
"70587"	"48770_at"	"UQCR10"
"70588"	"48771_at"	"EEF1AKMT2"
"70589"	"48772_at"	"BBS5"
"70590"	"48773_at"	"CCM2"
"70591"	"48774_at"	"CTHRC1"
"70592"	"48775_at"	"MORN2"
"70593"	"48776_at"	"DYNLRB1"
"70594"	"48777_at"	"CYSTM1"
"70595"	"48778_at"	"TM7SF3"
"70596"	"48779_at"	"ATAD1"
"70597"	"48780_at"	"FAM210B"
"70598"	"48782_at"	"FAM53C"
"70599"	"48784_at"	"TMEM167A"
"70600"	"48785_at"	"COPG1"
"70601"	"48787_g_at"	"COPG1"
"70602"	"48788_at"	"FAM107B"
"70603"	"48792_at"	"CMTM6"
"70604"	"48793_at"	"RHOBTB3"
"70605"	"48795_at"	"IRS2"
"70606"	"48797_at"	"REG4"
"70607"	"48798_at"	"SLC44A2"
"70608"	"48799_at"	"NPDC1"
"70609"	"48800_at"	"POLR1D"
"70610"	"48801_at"	"AP5M1"
"70611"	"48803_at"	"ASAP1"
"70612"	"48804_r_at"	"NUS1"
"70613"	"48806_at"	"SCYL1"
"70614"	"48808_at"	"DHFR"
"70615"	"48814_at"	"KPNA4"
"70616"	"48815_at"	"UFSP2"
"70617"	"48816_g_at"	"UFSP2"
"70618"	"48817_at"	"AIG1"
"70619"	"48818_s_at"	"PP7080"
"70620"	"48819_at"	"SPCS3"
"70621"	"48820_at"	"APPL2"
"70622"	"48821_at"	"TMEM50A"
"70623"	"48823_at"	"TRAPPC5"
"70624"	"48825_at"	"ING4"
"70625"	"48827_at"	"GINS2"
"70626"	"48828_at"	"KMT2C"
"70627"	"48830_r_at"	"ITM2B"
"70628"	"48832_at"	"NDUFA4"
"70629"	"48833_at"	"MPC1"
"70630"	"48835_s_at"	"OST4"
"70631"	"48837_at"	"RPS27L"
"70632"	"48840_s_at"	"NAA20"
"70633"	"48841_at"	"UBL5"
"70634"	"48846_s_at"	"C6orf48"
"70635"	"48849_i_at"	"DNAJC10"
"70636"	"48850_r_at"	"DNAJC10"
"70637"	"48852_at"	"FAM129B"
"70638"	"48857_at"	"NDUFA4L2"
"70639"	"48858_at"	"SF3B5"
"70640"	"48860_at"	"RTRAF"
"70641"	"48861_at"	"ALKBH7"
"70642"	"48866_at"	"MYOZ1"
"70643"	"48867_at"	"ZFAS1"
"70644"	"48869_g_at"	"ZFAS1"
"70645"	"48872_at"	"EIF2A"
"70646"	"48873_at"	"ERRFI1"
"70647"	"48875_at"	"PACS1"
"70648"	"48881_at"	"PCYOX1"
"70649"	"48883_at"	"MTFR1L"
"70650"	"48884_at"	"HVCN1"
"70651"	"48894_s_at"	"STYXL1"
"70652"	"48897_at"	"CHURC1"
"70653"	"48898_at"	"GATAD2A"
"70654"	"48899_at"	"GATAD2A"
"70655"	"48900_at"	"BRWD1"
"70656"	"48901_at"	"GPM6B"
"70657"	"48902_at"	"KLF11"
"70658"	"48904_at"	"ENTPD5"
"70659"	"48906_at"	"EIF4ENIF1"
"70660"	"48908_r_at"	"C11orf96"
"70661"	"48909_at"	"HDGFL3"
"70662"	"48911_at"	"USP39"
"70663"	"48913_at"	"NSFL1C"
"70664"	"48916_at"	"NSFL1C"
"70665"	"48917_at"	"ARRDC1"
"70666"	"48923_at"	"PFDN2"
"70667"	"48924_r_at"	"STARD3NL"
"70668"	"48926_at"	"RANGRF"
"70669"	"48928_at"	"ECHDC1"
"70670"	"48929_at"	"PPTC7"
"70671"	"48931_at"	"TMED4"
"70672"	"48933_at"	"WIPF2"
"70673"	"48944_r_at"	"ARHGAP17"
"70674"	"48948_i_at"	"NIFK"
"70675"	"48951_f_at"	"NIFK"
"70676"	"48953_at"	"NIFK"
"70677"	"48955_at"	"CAPRIN2"
"70678"	"48956_at"	"PALMD"
"70679"	"48959_at"	"ENAH"
"70680"	"48961_at"	"RLIM"
"70681"	"48963_at"	"RAB25"
"70682"	"48965_at"	"RAI14"
"70683"	"48967_at"	"DDR2"
"70684"	"48971_at"	"BAG3"
"70685"	"48977_s_at"	"TPCN2"
"70686"	"48980_at"	"MAP3K20"
"70687"	"48983_at"	"WBP11"
"70688"	"48984_at"	"ARMCX3"
"70689"	"48986_r_at"	"ESAM"
"70690"	"48988_at"	"ANAPC16"
"70691"	"48990_at"	"PBRM1"
"70692"	"48991_at"	"SLC44A1"
"70693"	"48993_at"	"ERGIC1"
"70694"	"48994_at"	"GOLPH3"
"70695"	"48996_at"	"HAUS1"
"70696"	"48998_at"	"TMEM69"
"70697"	"49000_at"	"WASHC3"
"70698"	"49001_at"	"GLCCI1"
"70699"	"49003_at"	"NDUFB10"
"70700"	"49005_at"	"MYLIP"
"70701"	"49006_s_at"	"CEMIP2"
"70702"	"49007_at"	"HSD17B12"
"70703"	"49009_at"	"COL4A3BP"
"70704"	"49011_at"	"GNAQ"
"70705"	"49013_at"	"ECSIT"
"70706"	"49015_at"	"DENR"
"70707"	"49017_at"	"PPHLN1"
"70708"	"49018_at"	"UBQLN1"
"70709"	"49023_r_at"	"ZNF667-AS1"
"70710"	"49027_at"	"NAA50"
"70711"	"49030_s_at"	"DDOST"
"70712"	"49032_at"	"IER3IP1"
"70713"	"49034_at"	"MRPL55"
"70714"	"49036_s_at"	"RPS15A"
"70715"	"49038_at"	"NEXN"
"70716"	"49040_at"	"PAPPA"
"70717"	"49042_at"	"PQLC1"
"70718"	"49044_at"	"PRKCE"
"70719"	"49047_r_at"	"ABHD12"
"70720"	"49049_at"	"DTX3"
"70721"	"49051_g_at"	"DTX3"
"70722"	"49054_at"	"AK3"
"70723"	"49056_at"	"UBE2F"
"70724"	"49057_g_at"	"UBE2F"
"70725"	"49058_at"	"B3GALT6"
"70726"	"49059_at"	"MARC2"
"70727"	"49061_at"	"PPA2"
"70728"	"49063_at"	"PIH1D1"
"70729"	"49065_at"	"PIM3"
"70730"	"49068_at"	"RAB10"
"70731"	"49071_at"	"NSMCE1"
"70732"	"49073_at"	"UFM1"
"70733"	"49077_at"	"PPME1"
"70734"	"49080_at"	"TIMP2"
"70735"	"49082_at"	"SFT2D2"
"70736"	"49085_at"	"VPS29"
"70737"	"49087_at"	"HMG20A"
"70738"	"49090_at"	"CRK"
"70739"	"49091_at"	"ACACA"
"70740"	"49097_at"	"DDAH1"
"70741"	"49100_at"	"PIGT"
"70742"	"49102_at"	"ADAMTS2"
"70743"	"49110_s_at"	"SELENOH"
"70744"	"49112_at"	"ATRAID"
"70745"	"49113_s_at"	"ZNF358"
"70746"	"49115_s_at"	"ZCCHC6"
"70747"	"49136_at"	"FOXN2"
"70748"	"49140_at"	"SOCS3"
"70749"	"49141_at"	"MRPS22"
"70750"	"49143_s_at"	"GET4"
"70751"	"49144_at"	"GET4"
"70752"	"49146_at"	"PP7080"
"70753"	"49149_at"	"B3GAT2"
"70754"	"49155_s_at"	"MRPS15"
"70755"	"49157_at"	"ATP5F1E"
"70756"	"49159_at"	"MACROD1"
"70757"	"49167_at"	"FXR1"
"70758"	"49172_at"	"SEC61A2"
"70759"	"49173_at"	"VWA1"
"70760"	"49175_at"	"EMC4"
"70761"	"49177_at"	"COX20"
"70762"	"49178_at"	"EMC3-AS1"
"70763"	"49181_at"	"HM13"
"70764"	"49183_at"	"FOXK1"
"70765"	"49186_g_at"	"FOXK1"
"70766"	"49191_at"	"STYXL1"
"70767"	"49196_at"	"CARMIL1"
"70768"	"49205_g_at"	"CARMIL1"
"70769"	"49206_at"	"AP2A1"
"70770"	"49207_at"	"FUZ"
"70771"	"49208_at"	"BAZ1A"
"70772"	"49209_at"	"NHLRC3"
"70773"	"49213_s_at"	"ARID2"
"70774"	"49214_s_at"	"ARID2"
"70775"	"49215_s_at"	"PCGF3"
"70776"	"49218_s_at"	"SNX29P2"
"70777"	"49220_s_at"	"KIF5A"
"70778"	"49223_s_at"	"KIF5A"
"70779"	"49230_i_at"	"LINC01315"
"70780"	"49231_r_at"	"LINC01315"
"70781"	"49233_at"	"ORMDL2"
"70782"	"49235_at"	"GGACT"
"70783"	"49236_at"	"GGACT"
"70784"	"49238_g_at"	"GGACT"
"70785"	"49240_at"	"SLTM"
"70786"	"49249_s_at"	"C1orf21"
"70787"	"49250_at"	"C1orf21"
"70788"	"49253_g_at"	"C1orf21"
"70789"	"49255_at"	"ECHDC1"
"70790"	"49257_at"	"NTPCR"
"70791"	"49265_g_at"	"NTPCR"
"70792"	"49268_at"	"TMCC1"
"70793"	"49269_at"	"PRPF38B"
"70794"	"49270_at"	"CLUAP1"
"70795"	"49271_at"	"NLRC3"
"70796"	"49272_at"	"NR2F6"
"70797"	"49275_g_at"	"NR2F6"
"70798"	"49276_at"	"CBLC"
"70799"	"49277_at"	"HOXA-AS2"
"70800"	"49278_g_at"	"HOXA-AS2"
"70801"	"49279_s_at"	"TAF1D"
"70802"	"49280_s_at"	"TAF1D"
"70803"	"49283_at"	"ODF3B"
"70804"	"49285_f_at"	"SLC2A4RG"
"70805"	"49288_s_at"	"DHX32"
"70806"	"49289_s_at"	"THOC7"
"70807"	"49290_s_at"	"THOC7"
"70808"	"49291_r_at"	"THOC7"
"70809"	"49293_s_at"	"RREB1"
"70810"	"49295_f_at"	"MIR142"
"70811"	"49304_r_at"	"RIPOR1"
"70812"	"49307_s_at"	"EPB41"
"70813"	"49310_s_at"	"TMEM200B"
"70814"	"49311_r_at"	"UBR5"
"70815"	"49312_at"	"EXOSC3"
"70816"	"49313_g_at"	"EXOSC3"
"70817"	"49319_s_at"	"EXOSC3"
"70818"	"49324_s_at"	"KANSL1L"
"70819"	"49326_at"	"IRF2BP2"
"70820"	"49329_at"	"KLHL22"
"70821"	"49331_at"	"ZNF224"
"70822"	"49336_s_at"	"CDC42SE1"
"70823"	"49338_at"	"CDC42SE1"
"70824"	"49352_at"	"CCDC126"
"70825"	"49354_at"	"VDAC1"
"70826"	"49358_at"	"USP13"
"70827"	"49365_at"	"OAZ3"
"70828"	"49378_f_at"	"LY75"
"70829"	"49382_at"	"WWC3"
"70830"	"49384_at"	"WTIP"
"70831"	"49386_at"	"TIMM22"
"70832"	"49392_at"	"SMAD1-AS2"
"70833"	"49396_at"	"UBR4"
"70834"	"49398_at"	"FECH"
"70835"	"49399_at"	"LY86-AS1"
"70836"	"49402_at"	"LOC286359"
"70837"	"49409_i_at"	"RNF126P1"
"70838"	"49414_f_at"	"RNF126P1"
"70839"	"49416_at"	"RPS6KA6"
"70840"	"49418_at"	"LINC00312"
"70841"	"49435_at"	"MSH5"
"70842"	"49443_at"	"TBX5"
"70843"	"49458_at"	"ATP11A-AS1"
"70844"	"49460_at"	"COL17A1"
"70845"	"49468_at"	"HSD17B12"
"70846"	"49481_at"	"TSSK6"
"70847"	"49484_at"	"NAV2-AS4"
"70848"	"49489_at"	"CCDC26"
"70849"	"49497_f_at"	"LOC100506990"
"70850"	"49505_at"	"AGBL5-AS1"
"70851"	"49508_at"	"HK2"
"70852"	"49511_r_at"	"SPRED1"
"70853"	"49515_at"	"LYST"
"70854"	"49522_at"	"PRRC1"
"70855"	"49524_at"	"AMMECR1"
"70856"	"49529_at"	"TEPP"
"70857"	"49534_f_at"	"ZNF117"
"70858"	"49552_at"	"GLIS3"
"70859"	"49559_at"	"SUCNR1"
"70860"	"49561_at"	"LINC01128"
"70861"	"49563_at"	"LINC01571"
"70862"	"49565_at"	"DMRT3"
"70863"	"49566_at"	"ENOPH1"
"70864"	"49567_at"	"BEND3"
"70865"	"49568_at"	"NAA60"
"70866"	"49569_at"	"ZCCHC2"
"70867"	"49570_at"	"MRPS26"
"70868"	"49578_s_at"	"ZNF497"
"70869"	"49579_at"	"PPP2R2C"
"70870"	"49580_at"	"RNF34"
"70871"	"49581_g_at"	"RNF34"
"70872"	"49584_f_at"	"TAOK1"
"70873"	"49585_at"	"RP9"
"70874"	"49587_at"	"GON4L"
"70875"	"49589_g_at"	"GON4L"
"70876"	"49591_at"	"MSTO1"
"70877"	"49593_at"	"GFAP"
"70878"	"49596_g_at"	"GFAP"
"70879"	"49599_at"	"SEMA6D"
"70880"	"49600_at"	"USP42"
"70881"	"49602_at"	"C16orf72"
"70882"	"49605_g_at"	"C16orf72"
"70883"	"49607_at"	"ARRDC1-AS1"
"70884"	"49610_g_at"	"ARRDC1-AS1"
"70885"	"49611_at"	"MTUS2"
"70886"	"49613_at"	"APMAP"
"70887"	"49615_g_at"	"APMAP"
"70888"	"49617_at"	"DDX51"
"70889"	"49620_at"	"TTPAL"
"70890"	"49622_at"	"PPP1R3F"
"70891"	"49624_at"	"AGAP3"
"70892"	"49626_at"	"ALG5"
"70893"	"49628_at"	"MYBBP1A"
"70894"	"49631_s_at"	"ATP5S"
"70895"	"49633_at"	"HES6"
"70896"	"49636_s_at"	"MTHFD1L"
"70897"	"49638_s_at"	"METTL9"
"70898"	"49640_s_at"	"METTL9"
"70899"	"49647_s_at"	"PGLS"
"70900"	"49649_at"	"PTPMT1"
"70901"	"49651_at"	"FOXO3"
"70902"	"49655_s_at"	"NR2C2"
"70903"	"49664_s_at"	"C11orf96"
"70904"	"49666_s_at"	"MALAT1"
"70905"	"49669_r_at"	"MALAT1"
"70906"	"49671_at"	"MALAT1"
"70907"	"49673_at"	"ZNF672"
"70908"	"49677_g_at"	"ZNF672"
"70909"	"49681_at"	"SRSF11"
"70910"	"49684_g_at"	"SRSF11"
"70911"	"49686_s_at"	"VAMP8"
"70912"	"49688_at"	"ZRANB1"
"70913"	"49690_at"	"ISYNA1"
"70914"	"49692_at"	"ISYNA1"
"70915"	"49695_i_at"	"RNF169"
"70916"	"49697_f_at"	"RNF169"
"70917"	"49698_at"	"HCN3"
