""	"probe_id"	"symbol"
"1"	"ASHG19A3A040626"	"DDX11L1"
"2"	"ASHG19A3A013841"	"DDX11L1"
"3"	"ASHG19A3A038288"	"DDX11L1"
"4"	"ASHG19A3A013854"	"DDX11L1"
"5"	"ASHG19A3A054091"	"DDX11L1"
"6"	"ASHG19A3A000242"	"DDX11L1"
"7"	"ASHG19A3A038289"	"DDX11L1"
"8"	"ASHG19A3A038289"	"WASH7P"
"9"	"ASHG19A3A053323"	"DDX11L1"
"10"	"ASHG19A3A053323"	"WASH7P"
"11"	"ASHG19A3A042825"	"WASH7P"
"12"	"ASHG19A3A007807"	"WASH7P"
"13"	"ASHG19A3A053321"	"WASH7P"
"14"	"ASHG19A3A010783"	"WASH7P"
"15"	"ASHG19A3A053320"	"WASH7P"
"16"	"ASHG19A3A016237"	"MIR1302-2HG"
"17"	"ASHG19A3A016237"	"WASH7P"
"18"	"ASHG19A3A038290"	"MIR1302-2HG"
"19"	"ASHG19A3A013857"	"MIR1302-2HG"
"20"	"ASHG19A3A016235"	"FAM138A"
"21"	"ASHG19A3A037036"	"FAM138A"
"22"	"ASHG19A3A013862"	"OR4G11P"
"23"	"ASHG19A3A011958"	"OR4F5"
"24"	"ASHG19A3A013866"	"OR4F5"
"25"	"ASHG19A3A020732"	"AL627309.3"
"26"	"ASHG19A3A020732"	"AL627309.1"
"27"	"ASHG19A3A015236"	"AL627309.3"
"28"	"ASHG19A3A015236"	"AL627309.1"
"29"	"ASHG19A3A018607"	"AL627309.1"
"30"	"ASHG19A3A024689"	"AL627309.1"
"31"	"ASHG19A3A042193"	"AL627309.1"
"32"	"ASHG19A3A023806"	"AL627309.1"
"33"	"ASHG19A3A013903"	"AL627309.1"
"34"	"ASHG19A3A015235"	"AL627309.1"
"35"	"ASHG19A3A015235"	"CICP27"
"36"	"ASHG19A3A044834"	"AL627309.1"
"37"	"ASHG19A3A044834"	"CICP27"
"38"	"ASHG19A3A035032"	"AL627309.6"
"39"	"ASHG19A3A029133"	"AL627309.6"
"40"	"ASHG19A3A035619"	"AL627309.2"
