""	"probe_id"	"symbol"
"1"	"A_64_P232256"	"AABR07000046.1"
"2"	"A_64_P018301"	"AABR07000046.1"
"3"	"A_64_P232286"	"AABR07000046.1"
"4"	"A_64_P232281"	"AABR07000089.1"
"5"	"A_64_P033840"	"Vom2r6"
"6"	"A_64_P232248"	"Vom2r6"
"7"	"A_64_P232281"	"Vom2r5"
"8"	"A_64_P032614"	"Raet1e"
"9"	"A_64_P019292"	"Raet1e"
"10"	"NONRATT000003"	"Ulbp1"
"11"	"NONRATT000003"	"Ulbp1"
"12"	"A_64_P080587"	"AABR07000137.1"
"13"	"A_64_P080593"	"AABR07000145.1"
"14"	"A_64_P327121"	"AABR07000145.1"
"15"	"A_64_P080593"	"AABR07000147.1"
"16"	"A_64_P327121"	"AABR07000147.1"
"17"	"A_64_P032614"	"AABR07000147.1"
"18"	"A_64_P020970"	"AABR07000147.1"
"19"	"A_64_P394356"	"AABR07000158.1"
"20"	"NONRATT000005"	"Lrp11"
"21"	"A_64_P062353"	"Lrp11"
"22"	"A_44_P973511"	"Lrp11"
"23"	"NONRATT001927"	"Pcmt1"
"24"	"A_64_P014527"	"Pcmt1"
"25"	"A_44_P420640"	"Nup43"
"26"	"A_44_P205923"	"Lats1"
"27"	"A_44_P344267"	"Katna1"
"28"	"NONRATT001928"	"Ginm1"
"29"	"NONRATT001929"	"Ginm1"
"30"	"A_64_P119927"	"AABR07000159.2"
"31"	"A_64_P119928"	"AABR07000159.2"
"32"	"A_44_P538725"	"Ppil4"
"33"	"A_44_P653448"	"Ppil4"
"34"	"A_64_P081581"	"Zc3h12d"
"35"	"A_44_P945723"	"Zc3h12d"
"36"	"A_64_P147549"	"Ust"
"37"	"NONRATT001931"	"Ust"
"38"	"NONRATT001932"	"Ust"
"39"	"A_64_P149182"	"Sash1"
"40"	"A_64_P063358"	"Samd5"
"41"	"A_44_P165918"	"RGD1560633"
"42"	"A_44_P163189"	"Stxbp5"
"43"	"NONRATT001940"	"Stxbp5"
"44"	"NONRATT001947"	"Rab32"
