""	"probe_id"	"symbol"
"1"	"CUST_81527_PI429545376"	"DDX11L1"
"2"	"CUST_84993_PI429545376"	"DDX11L1"
"3"	"CUST_63647_PI429545399"	"DDX11L1"
"4"	"CUST_83744_PI429545384"	"WASH7P"
"5"	"CUST_63627_PI429545399"	"WASH7P"
"6"	"CUST_83754_PI429545384"	"WASH7P"
"7"	"CUST_63617_PI429545399"	"WASH7P"
"8"	"CUST_1120_PI429545406"	"WASH7P"
"9"	"CUST_24398_PI429545402"	"WASH7P"
"10"	"CUST_58359_PI429545406"	"WASH7P"
"11"	"CUST_41793_PI429545410"	"WASH7P"
"12"	"CUST_39052_PI429545380"	"WASH7P"
"13"	"CUST_64944_PI429545384"	"MIR1302-2HG"
"14"	"CUST_83784_PI429545384"	"FAM138A"
"15"	"CUST_83804_PI429545384"	"OR4G11P"
"16"	"CUST_92408_PI429545376"	"AL627309.1"
"17"	"CUST_78213_PI429545395"	"AL627309.1"
"18"	"CUST_69169_PI429545376"	"AL627309.1"
"19"	"CUST_69234_PI429545376"	"AL627309.1"
"20"	"CUST_79323_PI429545384"	"AL627309.1"
"21"	"CUST_43616_PI429545410"	"AL627309.1"
"22"	"CUST_71590_PI429545380"	"AL627309.1"
"23"	"CUST_65941_PI429545376"	"CICP27"
"24"	"CUST_42033_PI429545410"	"AL627309.5"
"25"	"CUST_510_PI429545376"	"AL627309.5"
"26"	"CUST_51024_PI429545410"	"AL627309.5"
"27"	"CUST_66042_PI429545376"	"AL627309.5"
"28"	"CUST_80073_PI429545376"	"AL627309.5"
"29"	"CUST_43703_PI429545410"	"AL627309.5"
"30"	"CUST_500_PI429545376"	"AL627309.4"
"31"	"CUST_500_PI429545376"	"AL627309.5"
"32"	"CUST_47495_PI429545410"	"AL627309.5"
"33"	"CUST_34892_PI429545410"	"AL627309.5"
"34"	"CUST_63277_PI429545376"	"AL627309.5"
"35"	"CUST_92935_PI429545380"	"AL627309.5"
"36"	"CUST_63617_PI429545399"	"WASH9P"
"37"	"CUST_1120_PI429545406"	"WASH9P"
"38"	"CUST_1110_PI429545406"	"WASH9P"
"39"	"CUST_24398_PI429545402"	"WASH9P"
"40"	"CUST_63657_PI429545376"	"WASH9P"
"41"	"CUST_58359_PI429545406"	"WASH9P"
"42"	"CUST_79940_PI429545406"	"AP006222.1"
"43"	"CUST_93882_PI429545376"	"AP006222.2"
"44"	"CUST_93882_PI429545376"	"AP006222.1"
"45"	"CUST_78213_PI429545395"	"AP006222.2"
"46"	"CUST_78213_PI429545395"	"AP006222.1"
"47"	"CUST_69169_PI429545376"	"AP006222.2"
"48"	"CUST_69169_PI429545376"	"AP006222.1"
"49"	"CUST_33683_PI429545410"	"AP006222.1"
"50"	"CUST_68362_PI429545388"	"AP006222.1"
"51"	"CUST_27613_PI429545388"	"AP006222.1"
"52"	"CUST_58389_PI429545406"	"AP006222.1"
"53"	"CUST_75935_PI429545376"	"AP006222.1"
"54"	"CUST_93882_PI429545376"	"AP006222.1"
"55"	"CUST_78213_PI429545395"	"AP006222.1"
"56"	"CUST_69169_PI429545376"	"AP006222.1"
"57"	"CUST_78203_PI429545395"	"AP006222.1"
"58"	"CUST_69234_PI429545376"	"AP006222.1"
"59"	"CUST_32693_PI429545410"	"AL732372.1"
"60"	"CUST_32693_PI429545410"	"AP006222.1"
"61"	"CUST_47464_PI429545406"	"AL732372.1"
"62"	"CUST_28723_PI429545376"	"AL732372.1"
"63"	"CUST_28723_PI429545376"	"AL732372.2"
"64"	"CUST_47454_PI429545406"	"AL732372.2"
"65"	"CUST_83904_PI429545384"	"AL732372.2"
"66"	"CUST_83894_PI429545384"	"AL732372.2"
